	title	vol	Name of Author	Claimed Provenance	start	end	Colophon
050(wi)004	rgyal bstan 'khor lo gsum dgongs pa gcig tu rtogs pa rton pa bzhi ldan gyi gtam/	50	Gyur med tshe dbang mchog grub	Tib	209	232	zhes pa 'di yang 'khor lo gsum brjod bya gong mar gcig par bstan pa'i gnad cung zad rang gi yid la nges pa rnams rgyal khams pa tshe dbang mchog grub kyis skabs babs su brjod pa 'gro ba rnams bstan pa thams cad gcig pa'i dbyings 'jal ba la mkhas par gyur cig ||
050(wi)005	gzhan stong dbu ma chen po'i lta khrid rdo rje zla ba dri ma med pa'i 'od zer/	50	Yon tan rgya mtsho Blo gro mtha' yas	Tib	233	268	stong gzhi bde gshegs snying po la shes nas dad pa thob pa snyom las kyi btsun pa yon tan rgya mtshos dpal dzaM thang gi chos grwa chen por bris pa skye ba kun tu nges don snying po'i bstan pa la thos bsam sgom pa'i skal pa can du gyur cig ||
050(wi)006	theg mchog snying po'i don la dpyad pa dbyar rnga'i sgra gsang/	50	bSod nams chos 'grub	Tib	269	336	ces pa 'adi'ang bshad sgrub bstan pa'i rgyal mtshan nam bsod chos ming pas brag lha rdzong 'chi med ri khrod yon tan kun 'byung dga' ba'i tshal nas thun mtshams kha shas su bris pa'o ||
050(wi)007	sher snying 'grel pa sngags su bkral ba/	50	Vairocana	Tib	337	352	slob dpon bee ro tsa nas rgyal po khri srong lde btsan mtshan ma'i chos spyod la dregs pa skyes pa'i dus su 'grel ba 'di gnang ba'o ||
050(wi)008	rdo rde rnam par 'joms pa zhes bya ba'i gzungs kyi rnam par bshad pa rdo rje sgron ma/	50	Padmasambhava	Tib	353	406	rdo rje rnam par 'joms pa'i gzungs kyi rnam par bshad pa rdo rje sgron ma zhes bya ba | gsang sngags mtha' dag la mnga' brnyes pa'i slob dpon chen po pad+ma 'byung gnas kyis mdzad pa'o ||
050(wi)009	rdo rje rnam par 'joms pa'i gzungs kyi mchan 'grel/	50	Mi pham 'jam dbyangs rgya mtsho	Tib	407	432	mchan 'di lcags sprel lor thams cad mkhyen pa mi pham rgya mtsho'i phyag bris las zhe chen ri khrod du zhal bshus shing slob dpon pad+ma 'byung gnas kyis mdzad pa'i rdo rje sgron ma dang | bi ma mi tra'i rnam bshad gnyis dang bstun te zhus shing gtan la phab pa'o ||
050(wi)010	bya spyod kyi sngags bsgrub pa'i tshul gnad mdor bsdus/	50	Mi pham 'jam dbyangs rgya mtsho	Tib	433	506	di ni bya spyod gtsor gyur cho ga kun la mkho ba'i phyir gsang ba spyi rgyud dang dpung bzang gis zhus pa legs grub rnam snang mngon byang lag na rdo rje dbang bskur ba'i rgyud sogs las gsung pa bzhin shing 'brug gro bzhin zla bar mi pham pas bkod pa 'dis gzhan la phan pa 'byung bar gyur cig ||
050(wi)011	bsam gtan phyi ma'i rgyud don rnam par bshad pa rig sngags 'dzin pa'i yid kyi 'dod 'jo/	50	Mi pham 'jam dbyangs rgya mtsho	Tib	507	564	'di nyid mi pham 'jam dpal dgyes pa'i rdo rje zhes bya bas rab tshes me lug chu stod zla ba'i tshes nyi shu la mgo brtsam nas phyi nyin nyer gcig pa'i snga dror grub par byas pa
050(wi)012	sgrol ma'i 'grel pa/	50	Tāranātha	Tib	565	601	zhes pa'ang t+AA ra n+AA thas smras pa'o || bar 'di karma rat+nasa bzhengs |
051(zhi)001	'phags pa 'jam dpal gyi mtshan yang dag par brjod pa'i don gsal bar byed pa slob dpon dga' rab rdo rjes mdzad pa/	51	dGa' rab rdo rje	Ind	1	88	'di bris 'di yi dge ba yis || dri med rgyud chen grol 'gyur shog || 'grel pa rgyun gcod spu gri zhes bya ba dga' rab rdo rjes mdzad pa rdzogs so || || 'di'i nang du don gyi 'grel pa cha tshang bar snang na'ang mtshan brjod rtsa ba'i tshig kha shas 'bri mkhan gyis chad dam med pa'ang snang mod | sngon gyi dpe rnying las bshus pa'i yig rgyun ltar pe cing bstan 'gyur khrod las byung ba sor bzhag kho na las gsar bsnan ma byas so ||
051(zhi)002	'phags pa 'jam dpal gyi mtshan yang dag par brjod pa'i 'grel pa rin po che nyi zla 'bar ba'i sgron ma/	51	Padmsambhava, Lo tsā ba sKa ba dpal brtsegs	Ind & Tib	89	384	o rgyan gyi slob dpon pad+mas bshad cing | lo ts+AA ba ska ba dpal brtsegs kyis bod skad du bsgyur ba'o ||
051(zhi)003	mtshan brjod 'grel pa nyi zla 'bar ba'i sgron ma'i lo rgyus khog dbub bsdus don/	51	Unknown		385	414	
051(zhi)004	'jam dpal sgyu 'phrul drwa ba'i 'grel pa mtshan don gsal bar byed pa'i sgron me/	51	Vimalamitra	Ind	415	552	slob dpon bi ma la mi tras mdzad nas thugs kyi sras nyang ting 'dzin gyis zhus shing gnyags dz+ny+AA nas bsgyur ba'o || ||
051(zhi)005	mtshan yang dag par brjod pa'i 'grel pa rnam gsum bshad pa/	51	Rong zom Chos kyi bzang po	Tib	553	624	d+harma b+ha dras mdzad pa'i 'phags pa 'jam dpal gyi mtshan yang dag par brjod pa'i 'grel ba'o ||
052(zi)001	sangs rgyas thams cad dang mnyam par sbyor ba mkha' 'gro ma sgyu ma bde ba'i mchog ces bya ba'i rgyud kyi dka' 'grel/	52	Rong zom Chos kyi bzang po	Tib	1	324	 'di ni lo ts+AA ba chen po rong zom chos kyi bzang pos mdzad pa'o ||
052(zi)002	yang dag grub pa'i rnam bshad gsang 'grel chen mo'i don bsdus rab gsal/ (No transliteration)	52	Mi pham 'jam dbyangs rgya mtsho	Tib	325	528	jam mgon bla ma mkhyen brtses gdams || mi pham mkhas pa mchog gis sbyar
052(zi)003	yang dag grub pa'i tshig 'grel mdor bsdus/  (No transliteration)	52	Mi pham 'jam dbyangs rgya mtsho	Tib	529	585	mi pham 'jam dbyangs rnam par rgyal bas bris pa phyogs thams cad dge legs kyi snang bas khab par gyur cig gu ||
052(zi)004	yang dag gi mngon par rtogs pa 'di bla ma gan pa ba rin chen rgyal mtshan gyis sbyar ba/  (No transliteration)	52	Rin chen rgyal mtshan	Tib	559	576	chu pho spre'u lo zla ba bcu pa'i tshes bcu gcig gi skar ma tha skar gyi nyin par gnas pa'i dban gnas su rin chen rgyal mtshan gyis sbyar ba sdzogs swo ||
053('i)001	dpal khrag 'thung chen po'i sgrub thabs yang dag grub pa zhes bya ba'i gsang 'grel chen po/	53	Padmasambhava	Ind	1	614	o Di ya na'i slob dpon chen po mtsho skyes rdo rje'i bstan zhabs su skyes pa dge sbyong tha shal ba rmongs rtul pad+ma kun grol ming can des | chos 'di'i ma phyi dpe bskrun bgyi skabs smon tshig bris pa'o ||
054(yi)001	rtsa rgyud gsang ba snying po'i 'grel pa nyi ma'i snying po zhes bya ba gu ru pad+ma rgyal po'i gsung rgyud man ngag snyan brgyud chos rje kaHthog pa chen po'i bshad srol stod cha/	54	rDo rje rgyal mtshan	Tib	1	596	
055(ri)001	rtsa rgyud gsang ba snying po'i 'grel pa nyi ma'i snying po zhes bya ba gu ru pad+ma rgyal po'i gsung rgyun man ngag snyan brgyud chos rje kaHthog chen po'i bshad srol smad cha/	55	rDo rje rgyal mtshan	Tib	1	580	rgyud thams cad kyi rgyal po 'jig rten gsum gyi rin chen rnyed par dka' ba'i gter dpal gsang ba snying po'i rnam par bshad pa 'di ni| bla ma chen po shar kaHthoga pa dam pa bde bar gshegs pa la slob dpon pad+ma rgyal po'i gsung sgros 'phyugs pa med pa'i snyan rgyud man ngag gi bshad pa bzhugs pa bzhin| bcu gcig kun tu 'od kyi sa la bzhugs pa chos rje gtsang ston rdo rje rgyal mtshan gyis gsung yi ger bkod pa'i bshad srol ngo mtshar ba ste| yul dus 'dir zab mo'i glegs bam nub pa ltar gyur pa'i skabs su| si tu pa chos kyi rgya mtshos legs par mjal te glegs bam 'di thang shing bro brdung gi gnas dgon bgres po nas spyan drangs pa lags pas| deng phyin chad 'jig rten gsum gyi rin chen rgyud rgyal thugs sgyu 'phrul d+r+wa ba gsang ba snying po 'chad pa dang | bsam pa dang | sgom pa la dga' ba'i skal ldan chos kyi spyan can mtha' dag gis dad pas mjal te don yid la sems pa dang | khong du chud par byas te| dngos grub kyi gter mdzod zab mo'i rgyud rgyal la skal pa bzang po re'i bag chags 'jog pa tshun chad la ci nus su brtson par bya ba ni dgos pa'i snying po yin no zhes 'doms pa'ang grub pa'i gnas mchog kaHthoga rdo rje'i gdan du dge legs rnam par 'phel ||
056(li)001	dpal gsang ba snying po'i rgya cher 'grel ba slob dpon nyi ma'i seng ge'i 'od kyis maXdzad pa/	56	Nyi ma'i seng ge'i 'od	Tib	1	512	 dpal gsang ba'i snying po de kho na nyid nges pa la | slob dpon nyi ma'i seng ge'i 'od kyis mdzad pa'i rgya cher bshad pa'i 'grel pa | rgya gar gyi mkhan po pra sba ta la | sgyur byed kyi lo ts+AA ba pad+ma ru tshes gsang ba'i dbang mnos nas bsgyur te |
057(shi)001	rgyud rgyal gsang ba snying po'i 'grel pa rong zom chos bzang gis mdzad pa/	57	Rong zom Chos kyi bzang po	Tib	1	448	dpal gsang ba'i snying po'i dka' 'grel tshul bzhi yan lag bco lngas lung gi spyir bshad pa'o ||
058(si)001	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi 'grel pa phyogs bcu'i mun pa thams cad rnam par sel ba/	58	Klong chen rab 'byams pa Dri med 'od zer	Tib	1	756	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi rgyal po | sgyu 'phrul d+r+wa ba'i rnam bshad nyi zla'i sprin gyi snang ba chen pos phyogs bcu'i mun pa thams cad nges par sel ba zhes bya ba | sngags dang pha rol tu phyin pa'i tshul rgya mtsho la mang du thos shing legs par sbyangs pa'i me tog rgyun chags pas blo'i pad mtsho gang bar byas pa'i rang bzhin | theg pa mchog gi rnal 'byor pa rdo rje gzi brjid kyis sngon gyi 'grel chen du ma dang | bla ma rnams kyi legs bshad mngon par snang ba'i tshogs dang | rgyud lung man ngag du ma'i snying po bsdus te gzhan la phan pa'i blos shin tu gsal bar phye nas | 'brug gi lo ston zla ra ba'i tshes bco lnga bkra shis kyi nyi ma shar ba la gangs ri thod dkar gyi mgul du legs par sbyar ba 'di yongs su rdzogs so ||
059(hi)001	dpal gsang ba snying po'i spyi don legs par bshad pa'i snang bas yid kyi mun pa thams cad sel ba/	59	Klong chen rab 'byams pa Dri med 'od zer	Tib	1	188	gsang ba'i snying po de kho na nyid nges pa'i spyi don yid kyi mun sel zhis bya ba | yul byang phyogs kyi rgyud gangs ri'i rgyud kyi ra bar byung ba'i rnal 'byor pa rdo rje gzi brjid kyis | skal bzang gi slob ma blo gros bzang po dang | dge ba'i 'byung gnas la sogs pas bskul ba'i ngor | sngon gyi chos rgyal dam pas brten pa'i ri lhun mtho zhing yid du 'ong ba | sman dang me tog gi 'byung gnas | gangs ri thod dkar gyi mgul | rgya shug gi nags 'dabs yid du 'ong ba snye phu shug gseb tsan+dana gyi nags khrod chen por legs par sbyar ba rdzogs so ||
059(hi)002	dpal gsang ba snying po'i rgyud kyi bsdus pa'i don ma rig pa'i mun pa thams cad sel ba/	59	Klong chen rab 'byams pa Dri med 'od zer	Tib	189	214	dpal gsang ba'i snying po de kho na nyid nges pa'i bsdus don ma rig pa'i mun pa thams cad sel ba zhes bya ba | theg pa mchog gi rnal 'byor ba rdo rje gzi brjid kyis | gangs ri thod dkar du sbyar ba rdzogs so ||
059(hi)003	gsang 'grel phyogs bcu'i mun sel gyi spyi don 'od gsal snying po/	59	Mi pham 'jam dbyangs rgya mtsho	Tib	215	484	ces pa'ang rgyal dbang mtsho 'khrungs rgyal ba'i rgyal tshab 'jigs bral gyi slob dpon chen po pad+ma 'od gsal mdo sngags gling pas gsung gi bskul ba snga phyir gnang ba dang | khyad par kun mkhyen chen po'i dus mchod dang 'brel bar tshogs kyi mchod pa'i dus su rtsa gsum lha la gnang la ba zhus shing | de nyid nas brtsams te bris shig ces gsung gi gnang ba byin pa la brten nas | bdag 'jam dpal dgyes ba'i rdo rjes kyang mar me khri phrag dang tshogs kyi mchod pa sogs phul nas rtsa gsum lha yi tshogs la gsol ba drag tu btab ste | rig 'dzin brgyud pa'i lung dang | dpal mgon bla ma rnams kyi gsung gi snang ba dang ma bral ba'i blo gros kyi 'jug pas | sa skyong gi lo hor zla gsum pa'i dkar phyogs kyi tshes bcu la rdzogs par grub pa nyid du bgyis pa 'dis kyang | gsang sngags snying po'i bstan pa phyogs dus thams cad par 'phel zhing rgyas pa'i rgyu las 'gro kun byang chub mchog gi gnas thob par 'gyur cig ||
059(hi)004	sgyu 'phrul drwa ba chen po'i bshad brgyud kyi bla ma rnams la gsol ba 'debs pa bkra shis grub pa'i dbyangs snyan/	59	Mi pham 'jam dbyangs rgya mtsho	Tib	485	488	ces pa'ang sgyu 'phrul brgyud 'debs la bshad bka'i phyogs kyi kha skong dang smon lam bcas mi pham 'jam dpal dgyes pas mdzad pa la | brgyud pa'i khyad par gyis lo chen man kha skong ba po ni 'jigs bral ye shes rdo rje'o ||
060(i)001	dpal gsang ba snying po'i rgyud don gsal byed me long /	60	rDo rje dpal ba	Tib	1	646	rje sgro phug pa'i bshad srol la gzhung las bcad btab nas mchan bus 'chad cing | dka' ba rnams dka' tshoms dang T+Ai kas 'chad| gsung sgros kyi shog lde rnams lhan thabs su 'debs par 'dug na'ang | dka' tshoms dang sa bcad dang mchan bu rnams 'debs pa dang | mchan bu 'dogs sa 'phyugs pa dang | gsung sgros rnams la'ang dag ther bya rgyu ci rigs pa 'dug cing | mchan bu rnams 'grel pa spar khab kyi lugs su btab 'dug na'ang | spar khab kyis ma khrol ba dang ma bkral ba rnams| 'ga' zhig 'grel pa mngon rtogs dang | 'ga' zhig 'grel chung pin tar+tha dang | 'ga' zhig bla ma gong ma rnams kyi sgros mchan du 'dug pa| de thams cad la bdag gis brtags shing dpyad nas| rmongs pa rnams kyi shes sla'i phyir T+Ai ka bklags chog gu ru'i lugs su bris pa la| mkhas pa rnams kyis thugs kyi bsan bzod par mdzad pa rigs so||
060(i)002	dpal gsang ba'i snying po do kho na nyid nges pa'i rgyud kyi khog dbub rin po che 'bar ba'i gur/	60	bSam 'grub rdo rje	Tib	647	772	gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi khog dbub rin cen 'bar ba'i gur zhes bya ba 'di ni| bla ma gong ma rnams kyis mdzad pa'i yig cha la rten bcas nas chos smra ba'i sngags 'chang bsam grub rdo rjees zur tsam bcos te dag cing legs par bgyis pa'o ||
061(ku)001	gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi 'grel bshad rgyud don gsal bar byed pa'i sgron me yid bzhin gyi nor bu zhes bya ba stod cha/	61	Nam mkha' rin chen	Tib	1	518	
062(khu)001	gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi 'grel bshad rgyud don gsal bar byed pa'i sgron me yid bzhin gyi nor bu zhes bya ba'i smad cha/	62	Nam mkha' rin chen	Tib	1	533	nam mkha' rin cen dpa' bzang pos chu mo sprul gyi lo chu smad kyi zla ba'i dkar phyogs kyi tshes brgyad la gtsang bye ma seng ge'i dben gnas bde chen sgrol mar yongs su rdzogs par sbyar ba 'dis 'gro ba dpag tu med pa rdo rje 'dzin pa'i go 'phang la 'god par gyur cig ||
063(gu)001	sgyu 'phrul gsang snying gi 'grel pa rgyud don rnam nges/	63	Mi bskyod rdo rje	Tib	1	558	rgyud don rnam par nges pa zhes bya ba dpal sman lung du mi bskyod rdo rjes sbyar ba'o ||
063(gu)002	chos tshoms ngos gzung ba/	63	Mi bskyod rdo rje	Tib	559	574	
063(gu)003	gsang ba snying po'i rgyud kyi spyi don smon lung mi bskyod rdo rjes mdzad pa/	63	Mi bskyod rdo rje	Tib	575	692	rgyud kyi don spyi'i rnam par bzhag pa rdo rje d+r+wa ba'i 'od ces bya ba rdzogs so ||
063(gu)004	dpal gsang ba snying po'i bsdus don 'od zer mtha' yas/	63	Mi bskyod rdo rje	Tib	693	718	dpal gsang ba snying po'i bsdus don 'od zer mtha' yas zhes bya ba dpal sman lung du mi bskyod rdo rjes bkod pa'o ||
064(ngu)001	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi 'grel pa gsang bdag dgongs rgyan/	64	sMin gling mkhan chen 02 D+harma ShrI	Tib	1	496	d+harma sh+r+Ais rnam gnon lcags 'brug gi lo | ston ra khrums zla ba'i mar ngo'i tshes bcu | rgyal phur 'dzom pa'i 'grub sbyor bzang po la | yon tan rin po che'i 'byung gnas gangs ri'i khrod kyi pad+ma 'od 'og min o rgyan smin grol gling gi chos grwar sug bris su sbyar ba'o ||
064(ngu)002	dpal gsang bdag dgongs rgyan gyi spyi don yan gyi bshad pa'i zin bris bla ma'i man ngan rin chen phreng ba/	64	O rgyan chos kyi grags pa	Tib	497	760	o rgyan chos grags kyis rang lo nga lnga pa lcags khyi hor zla bzhi pa bdag cag gi ston pa mngon par rdzogs par sangs rgyas pa'i dus chen sa ga zla ba'i tshes bco lnga la rang gi grwa khang du rdzogs par bgyis pa dge legs su gyur cig | 'dis kyang bstan pa rin po che phyogs dus kun tu dar zhing rgyas la yun ring du gnas pa'i rgyur gyur cig ||
065(cu)001	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi rgyal po sgyu 'phrul drwa ba spyi don gyi sgo nas gtan la 'bebs par byed pa'i legs bshad gsang bdag zhal lung zhes bya ba stod cha/	65	sMin gling mkhan chen 02 D+harma ShrI	Tib	1	472	
066(chu)001	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi rgyal po sgyu 'phrul drwa ba spyi don gyi sgo nas gtan la 'bebs par byed pa'i legs bshad gsang bdag zhal lung zhes bya ba'i mad cha/	66	sMin gling mkhan chen 02 D+harma ShrI	Tib	1	518	d+harma sh+r+Ais rje bla ma'i bka'i gnang ba thob par byas te | lcags pho rta'i lo ston zla ra ba'i mar ngo'i tshes bcu rgyal phur gyi 'grub sbyor bzang po la 'og min o rgyan smin grol gling nges pa don gyi dga' ba'i tshal chen po'i chos grwar zin thun sug bris su bgyis pa'o ||
067(ju)001	gsang ba snying po'i spyi don mthong bas don rtogs/	67	Padma 'gyur med rgya mtsho	Tib	1	148	smyos ban pad+ma 'gyur med rgya mtsho mi pham rnam rgyal rdo rje dpal bzang pos rang lo bcu gnyis pa'i thog sa bon zin bris tsam du bkod pa
067(ju)002	dpal ldan gsang ba snying po'i spyi don gyi bshad pa'i zin bris bla ma'i man ngag don gsal snying po logs bshad rol mtsho/	67	Gyur med tshe dbang mchog grub	Tib	149	348	gyur med tshe dbang mchog grub kyis bris pa la nyes 'gal gang mchis dkyil 'khor lha tshogs kyi spyan sngar bzod par gsol zhing legs cha mchis na sems can ma lus kun tu bzang po'i sa la 'khod cing gsang ba yongs kyi snying po 'di nyid phyogs dus kun tu nyi ma dang zla ba ltar gsal bar gyur cig ||
067(ju)003	rgyud kyi lo rgyus dang 'brel ba'i 'chad thabs/	67	Unknown		349	366	
067(ju)004	dpal gsang ba'i snying po'i rgyud kyi spyi don nyung ngu'i ngag gis rnam par 'byed pa rin chen mdzod kyi lde mig	67	Jigs med bstan pa'i nyi ma	Tib	375	616	'jigs med bstan pa'i nyi mas rab tshes me 'brug gi lo rgyu dang mi rgyu'i 'jig rten dbyar gyi dga' ston la rol ba rdzogs ldan gnyis pa'i dus su sbyar ba 'dis kyang phan bde'i 'byung gnas rgyal ba'i bstan pa spyi dang bye brag gsang chen snying po'i ring lugs dri ma med pa sgo thams cad nas phyogs thams cad dang dus thams cad du dar zhing rgyas par gyur cig ||
068(nyu)001	dpal gsang ba'i snying po de kho na nyid nges pa'i rgyud kyi 'grel pa zab don sgo brgya 'byed pa'i lde'u mig	68	Jam dpal bde ba'i nyi ma	Tib	1	640	kun mkhyen 'khrul zhig yab sras dang rgyal sras d+harma badz+ra'i bka' 'bangs rmongs rtul 'du shes gsum pa sngags btsun 'gyur med phan bde'i 'od zer ram 'jam dpal bde ba'i nyi mas nyag thub bstan bshad sgrub mchog gi gling du sug bris su bgyis pa las |
069(tu)001	mtshan nyid dang rgyud thams cad kyi lung gi spyi de bzhin gshegs pa thams cad kyi gsang ba'i snying po/	69	Unknown		1	663	
069(tu)002	brgyud rim drangs par/	69	Unknown		663	663	
070(thu)001	dpal gsang ba'i snying po'i 'grel pa spar khab kyi mchan 'grel nyi ma'i 'od zer/_nam mkha' dpal bos mdzad pa/	70	Nam mkha' dpal	Tib	1	392	rgyud 'grel zung du bsdebs pa'i mchan bu nyi ma'i 'od zer zhes bya ba 'di ni rje ga ga ke tu'i 'bangs kyi tha mar pa nam mkha' dpal gyis kaHthoga ri khrod chos gling yang dgon du sbyar ba re zhig rdzogs so ||
071(du)001	dpal gsang ba snying po'i rgyud kyi mchan 'grel nor bu'i sgron me/	71	Rin chen rgyal mtshan	Tib	1	222	thugs sras tsha ba lo ts+AA ba rin chen rnam rgyal zhes pas 'jam mgon rnam pa gsum ka las dbang lung gi rgyun gsan nas mchan 'grel 'di mdzad pas
071(du)002	sgyu 'phrul drwa ba rtsa ba'i rgyud kyi mchan 'grel nyi zla'i snying po/	71	gZhan phan chos kyi snang ba	Tib	223	486	ces pa 'adi'ang 'jigs med mdo sngags bstan 'dzin gyis gsang ba'i snying po'i mchan 'grel spar du sgrub pa'i tshe | spar byang smon tshig tu gzhan phan snang bas bris brgyal ba'i bstan pa rin po che phyogs dus gnas skabs thams cad du dar zhing rgyas la yun ring du gnas pa'i rgyur gyur cig ||
071(du)003	gsang ba snying po'i gtan tshigs rnams kyi zin tho/	71	Gyur med tshe dbang mchog grub	Tib	487	504	ces rgyud gsang ba snying po'i gtan tshigs rnams kyi zin tho 'di ltar dgos zhes sdom brtson sde snod 'dzin pa blo gros rgya mtsho nas bskul ba'i ngor kaHthoga pa dge rtse 'gyur med bstan pa'i rnam rgyal gyis rang lo sum bcu par khrom rgyud ri bo che nas shar mar bris pa dag bar gyur cig ||
071(du)004	sgyu 'phrul gsang ba snying po'i dka' gnad bsdus don bla ma'i zhal lung /	71	bSod nams chos 'grub	Tib	505	554	es pa 'di yang sgyu 'phrul gsang ba snying po'i bsdus don blo skyor ba dang tshogs gleng 'dra byed rgyur mkhas dbang rig 'dzin gyi sar bzhugs rnams kyi zhal rgyun ltar sngags ram bsod chos ming pas bris pa dge bar gyur cig ||
071(du)005	sgyu 'phrul drwa ba'i lam rnam par bshad pa chung ngu'i 'bru 'grel bdud rtsi'i thigs pa/	71	Gyur med rdo rje (19 C)	Tib	555	656	ces pa'ang rtsa ba'i 'bru rnams tshig gcig tsam yang ma nyams par 'bru 'grel tsam las | rgyas par bkral na snyigs dus 'dir spyir chos la mos 'dun zhan cing khyad par nges don snying po'i chos la brtson 'dun cher med gshis rang gzhan gang la brtags kyang sems skyo bzhin rang dang rjes 'jug blun po rnams kyis blta bde phyir sngon gyi mkhas grub du ma'i bzhed pa ltar bkra shis dung dkar sgang gi ri sul yang khrod 'od gsal phun tshogs dga' ba'i sprin gyi skyed tshal du rang gnas bsam gtan gyi khang bur bsreg bya za ba'i khams blo ldan gyi lor cho 'phrul zla ba'i yar tshes bzang por rig 'dzin 'gyur med rdo rje pas bris pa bkra shis dge legs 'phel ||
071(du)006	ldem dgongs brgyad kyi lhan thabs/	71	Nam mkha' dpal	Tib	647	652	ldem dgongs brgyad kyi lhan thabs zhes bya ba | bshes gnyen rnams kyis bskul ngor btsun pa nam mkha' dpal gyis sbyar ba'o ||
071(du)007	sgyu 'phrul lam rim gyi bsdus don 'phrul gyi lde mig	71	Seng Prabhaba	Tib	653	694	'phrul gyis lde mig zhes bya ba | sh+AA kya'i dge bsnyen ser bra pra b+ha bas sbyar ba rdzogs so ||
071(du)008	lam rim zur mchan /	71	Nam mkha' dpal	Tib	694	696	
072(nu)001	rtsa rgyud gsang ba snying po'i dka' gnad la dogs pa gcod pa'i lung rigs rdo rje'i rol rtsed/	72	O rgyan chos kyi grags pa	Tib	1	80	zhes pa 'di ni rang gi nye bar gnas pa gnas lnga smra ba dwags po o rgyan blo gsal gyi dri len du smin gling grwa pa'i tha shal ba d+harma kirtisa rang lo re gcig pa gnas chen chu bo ri tshe chu bkod pa'i sgrub sde'i bla brang du me 'brug dbo zla'i yar tshes kyi dus dge bar bris pa dge legs su gyur cig ||
